views,likes,comments,watch_time_minutes,video_length_minutes,subscribers,category_Entertainment,category_Gaming,category_Lifestyle,category_Music,category_Tech,country_CA,country_DE,country_IN,country_UK,country_US,ad_revenue_usd
9947,1041,439,44249.0,19.87656097667297,836855,False,True,False,False,False,False,False,False,False,True,285.88217472513634
10202,365,178,35671.0,24.049798156695097,144408,False,True,False,False,False,False,False,False,False,True,230.66216692748085
10090,1755,125,36401.0,26.546876947060333,591585,False,True,False,False,False,True,False,False,False,False,256.50209377271864
10107,1723,219,45067.0,9.485213881206306,395597,False,False,False,True,False,False,False,True,False,False,298.5106579043144
10145,1977,445,23489.0,29.420373183760923,351869,False,False,False,True,False,False,False,False,False,False,205.22950110576832
9921,715,379,30989.0,7.076375487942519,669011,False,False,False,True,False,True,False,False,False,False,216.59700496571463
9925,1099,424,51023.0,21.4937428817576,774823,False,False,False,True,False,False,False,False,False,True,323.1183491695624
10085,507,274,36365.0,14.794187192812448,798376,False,False,False,False,True,False,True,False,False,False,237.20934158394047
10064,1840,274,49965.0,27.2254574419126,444918,True,False,False,False,False,False,True,False,False,False,322.89322462485217
9910,1715,478,24816.0,20.492249561382867,197245,False,False,False,False,True,False,False,False,True,False,206.32565649293483
9801,598,201,55275.0,24.580162435598577,740623,False,True,False,False,False,False,False,False,False,False,325.398710496622
9996,620,164,54338.0,22.52817776308676,361178,False,True,False,False,False,False,False,False,True,False,321.7402101995473
9914,520,315,26054.0,12.646220920261358,856311,True,False,False,False,False,False,False,True,False,False,188.84060011498684
9973,970,391,45763.0,23.413466631597537,844790,False,False,False,True,False,False,False,False,True,False,291.10924119413056
9849,1461,274,20427.0,18.143945370445103,602992,False,False,False,False,False,False,False,False,False,True,180.93226137457088
10060,629,196,37543.0,3.6909226446937216,85016,False,False,False,True,False,False,False,False,False,False,346.5261458886365
10170,743,351,36572.0,20.610161806652968,614925,False,False,False,True,False,False,True,False,False,False,244.2131002086124
10062,303,291,40164.0,5.237453095277656,228912,False,False,False,False,False,True,False,False,False,False,251.9947249564432
9903,1975,277,55388.0,27.19929917760317,265209,False,True,False,False,False,False,True,False,False,False,351.43422015315355
10037,1224,124,20564.0,17.212775715708826,425436,True,False,False,False,False,False,True,False,False,False,172.41551376622274
9866,842,483,50169.0,10.189938347691031,453782,False,False,False,True,False,False,False,False,True,False,310.7045629367444
9965,1239,199,43841.0,12.481894479911482,376174,False,True,False,False,False,False,False,False,False,False,283.33146056069575
10186,1946,248,17463.0,19.14309868010627,627639,False,False,False,True,False,False,False,True,False,False,173.11399995050238
9960,1774,316,44113.0,11.708423871723934,425761,False,False,False,False,False,False,False,False,False,False,295.79047160413256
10033,1099,400,23282.0,9.5788368019719,984698,False,False,False,False,True,False,False,True,False,False,194.91958230766923
10122,438,443,19703.0,12.75688565367387,107316,False,False,False,False,True,True,False,False,False,False,160.7745211023822
9816,1173,253,18897.0,26.13454937748012,549290,False,False,False,True,False,False,False,True,False,False,164.74831211809308
9974,282,155,24049.0,12.963872046927092,631891,False,False,False,False,False,False,False,False,False,False,172.86053432366265
10051,743,127,15237.0,22.270346877033944,614036,True,False,False,False,False,False,False,True,False,False,139.15883457472657
9983,1294,413,35345.0,7.566128587855807,762548,False,False,True,False,False,False,False,False,False,False,247.98958138233456
9955,1128,80,35977.0,22.21711184079677,12714,False,False,False,False,False,False,False,False,False,True,242.2483253898177
10091,447,466,51287.0,6.910122871243052,383972,False,False,False,False,True,False,False,True,False,False,310.06561062677497
10073,353,274,23191.0,26.68213916333182,562014,True,False,False,False,False,False,True,False,False,False,176.22353817986553
10001,267,470,58340.0,18.89668023127115,849753,False,False,True,False,False,False,False,False,False,False,339.82243307759
10025,1372,286,58406.0,20.67796228423333,347914,False,False,False,False,False,False,False,False,True,False,356.0889642798742
9903,1099,133,49664.0,23.549417143079182,918110,True,False,False,False,False,False,True,False,False,False,314.4818312915022
9972,886,418,20612.0,15.790667532287936,930802,False,True,False,False,False,False,False,False,True,False,171.54914925524346
9966,1135,295,24395.0,26.318192045306283,185505,False,True,False,False,False,False,False,False,False,True,191.517438181608
9852,1697,416,16570.0,21.64608637336192,961816,False,True,False,False,False,False,False,False,False,False,165.7720873616012
10161,864,408,42105.0,2.686397287473433,833608,False,False,False,False,True,False,False,False,False,True,273.3144526780368
9987,1172,444,43495.0,7.392095961764753,221793,False,False,True,False,False,False,False,True,False,False,284.87251536583085
9999,1175,308,37543.0,27.386847985972164,312711,False,False,False,True,False,True,False,False,False,False,341.24875693285594
10128,1055,61,52346.0,7.026761487030889,141410,False,False,False,False,True,False,False,True,False,False,318.73998661230246
9944,199,439,58705.0,23.453554280513373,799592,False,False,False,False,True,False,True,False,False,False,339.54661047653843
9950,1673,459,37543.0,7.473298120842603,533452,False,False,True,False,False,False,False,False,False,True,226.28918852837057
9937,1065,448,42940.0,28.251320538970727,178946,False,True,False,False,False,False,False,False,False,False,280.2253689377602
9939,307,264,14959.0,15.81367352008315,732948,False,False,False,False,True,False,False,False,False,False,132.12511623939497
9988,1798,373,36699.0,9.311696346665313,643406,False,False,True,False,False,False,False,False,True,False,262.3769855445639
10070,483,307,59256.0,22.488330195850185,292529,False,False,False,False,False,False,False,False,True,False,345.4151220689609
10058,1695,276,18804.0,19.632062629169063,78951,False,False,False,False,False,False,False,True,False,False,174.93770552515986
9903,1167,350,42632.0,6.825830160937315,212587,False,False,False,False,False,True,False,False,False,False,278.66499713853807
9991,1567,451,37406.0,12.02325490350803,297312,True,False,False,False,False,False,False,True,False,False,263.0945774336114
10161,1099,253,41867.0,9.70412740520591,879974,False,False,False,True,False,True,False,False,False,False,263.33953133690034
10008,1145,422,24420.0,6.868152692880024,868074,False,False,False,False,False,True,False,False,False,False,194.2111641022133
9793,1237,334,35975.0,24.56005244274857,132557,False,False,False,True,False,True,False,False,False,False,247.6322163407175
9878,1570,148,36643.0,20.60542733012426,261701,False,False,True,False,False,False,False,True,False,False,253.7538366573686
9857,1115,110,27451.0,24.700299151892143,74076,False,False,True,False,False,False,False,False,False,True,201.8354262461732
10096,1767,274,26688.0,25.13828763653025,83803,True,False,False,False,False,False,False,False,True,False,211.4611667057942
9851,758,390,45436.0,26.65347833470889,817107,True,False,False,False,False,False,False,False,False,True,285.27073601175573
9888,779,164,48402.0,10.436849504996337,915280,False,False,False,False,False,False,False,True,False,False,295.92484153295493
10044,1024,264,16732.0,10.189280763209831,264686,False,False,True,False,False,False,False,False,False,False,153.35467268783282
9982,1981,274,50028.0,23.717371164732565,616220,False,False,False,True,False,False,False,False,False,False,326.0272888716578
10118,434,155,29007.0,25.588208034843788,794733,False,False,False,True,False,False,False,False,False,True,199.6008998175552
10025,1092,312,48928.0,18.112174766540225,64084,False,False,False,True,False,False,False,False,True,False,307.0401844324488
10031,750,418,22597.0,24.488147777442627,281627,False,False,False,False,False,True,False,False,False,False,178.87587265753547
10050,1923,488,37533.0,3.8511739470231983,605523,False,False,False,False,False,False,False,False,False,True,270.75391518368593
10087,667,356,22280.0,16.072127960559335,668828,True,False,False,False,False,False,False,False,True,False,175.18274684555595
10022,467,209,37543.0,27.62508350975085,625757,True,False,False,False,False,True,False,False,False,False,327.2472744405976
10117,228,274,58136.0,6.9322334311796405,160887,False,False,False,False,True,False,False,False,True,False,335.05120077625577
10071,1608,71,32759.0,13.21886912591722,566115,False,False,False,False,True,False,False,False,False,False,235.77533114914408
9991,608,190,40872.0,8.87991169593468,455376,False,False,True,False,False,False,False,False,False,True,258.46848956446723
10063,1994,181,37543.0,13.157622234474534,340028,False,True,False,False,False,False,True,False,False,False,173.01521525588504
10028,1834,437,53840.0,18.67591350746073,569303,False,True,False,False,False,True,False,False,False,False,345.11587616969865
10015,1309,274,38435.0,17.690824057465356,944819,False,True,False,False,False,False,False,False,False,True,256.9020414467355
10096,1821,202,57747.0,18.58667462743545,953736,True,False,False,False,False,False,False,True,False,False,359.624981670812
10076,1708,489,27357.0,18.28884595954172,891847,False,True,False,False,False,False,False,False,False,True,219.2368035192567
9987,1374,149,45364.0,6.779677794186213,619758,False,False,False,True,False,False,True,False,False,False,292.0838847409817
9964,1052,145,25863.0,22.27641142542241,654292,False,False,False,False,False,False,True,False,False,False,194.42179731539207
10132,1099,261,37543.0,19.86647926125173,983644,False,True,False,False,False,False,False,True,False,False,310.50630273425816
9902,1113,307,31908.0,21.1538927369376,256067,False,False,False,False,False,False,False,False,False,True,226.4345678354333
9969,1612,478,28489.0,16.308757527595773,443807,False,True,False,False,False,False,True,False,False,False,222.1766228425921
10120,623,431,29321.0,3.8685435026349255,176810,False,True,False,False,False,False,False,True,False,False,209.08151758401087
10134,1036,506,50377.0,22.683066141107155,853598,True,False,False,False,False,False,False,False,False,False,316.8126760042702
9988,1551,102,29328.0,5.435542754777512,281077,False,False,False,False,True,False,False,False,False,True,218.724267425733
10172,386,352,45084.0,29.728475433993363,289623,False,True,False,False,False,False,False,False,False,False,278.2375932479052
10130,1000,99,30756.0,20.273464161266485,290266,True,False,False,False,False,False,False,True,False,False,216.67233751039527
10014,1521,447,35130.0,20.91665620812794,200883,False,False,True,False,False,True,False,False,False,False,251.6263821461751
10049,1099,420,29678.0,8.299220888131467,440992,False,True,False,False,False,False,False,True,False,False,213.4699213961401
10088,1062,185,31087.0,21.046083632858792,439969,False,True,False,False,False,False,False,False,True,False,220.56039532532296
10005,617,264,17283.0,15.951608948266124,757429,True,False,False,False,False,False,False,False,True,False,148.75531043273452
10126,1521,274,34418.0,7.746601412391348,859947,False,False,True,False,False,False,False,False,False,True,242.8904136372388
9975,642,227,45406.0,24.479807367266027,12347,False,True,False,False,False,False,False,True,False,False,280.9781885653199
10123,372,471,37543.0,18.918218954554323,119287,False,False,False,True,False,True,False,False,False,False,229.8651453599904
10115,839,220,38659.0,10.910667472927976,382107,False,True,False,False,False,True,False,False,False,False,253.16779709069976
10131,869,263,17203.0,28.660687845830463,621822,False,False,True,False,False,False,False,True,False,False,153.35132662160993
10037,504,197,52327.0,6.994060246942174,670459,True,False,False,False,False,False,False,True,False,False,311.04530757201536
9959,1697,459,55011.0,25.088858973554263,103488,False,False,False,False,False,False,False,False,False,True,348.2975901816069
9936,1905,477,52928.0,24.078859158620386,187233,False,True,False,False,False,False,False,False,False,False,342.2438789814771
9937,621,274,37792.0,21.772641906087763,298615,False,False,False,False,True,False,False,False,False,True,247.3623239250352
10086,1760,52,45819.0,28.106256678045906,690979,False,False,True,False,False,False,False,True,False,False,299.71499476409423
10020,205,485,32237.0,11.611239997570271,426856,False,False,True,False,False,False,False,False,True,False,216.0541783687116
10028,358,414,36952.0,4.227179251512178,536971,False,False,False,False,True,False,False,False,False,False,239.73081733235784
9957,489,138,21955.0,4.733471889630174,104629,False,True,False,False,False,False,False,False,False,False,166.16647594297206
10046,701,151,44867.0,5.947550670706203,888173,True,False,False,False,False,False,False,False,False,True,278.51721998776054
9878,893,204,56591.0,6.547906412338424,503783,False,False,False,False,True,False,False,False,False,True,337.12501037543234
9914,1955,115,54642.0,10.854212998638433,242650,False,False,False,False,False,False,True,False,False,False,344.847559609341
9977,425,141,58818.0,14.059616617764354,124124,True,False,False,False,False,False,False,False,True,False,339.01228724148785
10141,265,178,29029.0,20.40563582599582,310844,False,False,True,False,False,False,False,False,False,False,197.31493897302573
10136,1138,403,51039.0,16.404825344756286,563692,False,False,False,True,False,False,False,True,False,False,319.9258091986168
9935,1129,114,42234.0,7.338355874162612,728832,False,False,False,False,False,False,False,False,True,False,272.24491477244675
9912,1574,449,46022.0,7.96654290216629,371849,False,False,True,False,False,False,False,False,False,False,303.3913451016762
9959,1717,274,58204.0,15.679327609517063,274749,False,False,False,False,False,False,False,False,False,True,360.79397265567536
10036,1153,274,51045.0,23.564828259729502,58801,True,False,False,False,False,False,False,True,False,False,314.48163966823984
10023,1107,212,54941.0,9.537085174095017,457714,True,False,False,False,False,False,False,False,False,False,333.9157652365355
9972,820,427,24431.0,6.02147290202875,17852,False,True,False,False,False,False,False,False,False,True,188.5732794627623
9870,1695,218,30631.0,7.236127062615768,625368,True,False,False,False,False,False,False,False,True,False,228.717938262732
10059,1966,436,24518.0,15.917609535592764,976120,True,False,False,False,False,False,True,False,False,False,209.2897874669386
10019,1662,460,31230.0,27.51557077989039,45933,False,False,False,False,False,False,False,False,True,False,235.9101830610566
9950,1099,465,31101.0,16.39403939181204,98765,False,False,False,False,False,True,False,False,False,False,217.0012309443248
10035,1205,140,38173.0,26.13886222070141,120925,False,False,False,False,False,False,False,False,False,True,255.37369477288948
9866,365,168,46315.0,28.33680519172136,525022,True,False,False,False,False,False,False,False,False,False,278.92231086038106
10131,1282,464,57871.0,14.570838417545966,790328,False,False,False,False,False,False,False,False,False,True,355.63193400806
9926,261,282,41117.0,9.523994487019989,838557,False,False,False,False,False,False,False,False,False,True,254.9025972379501
9971,1008,210,35161.0,4.335114603886042,444186,True,False,False,False,False,True,False,False,False,False,238.65601295936085
9854,1099,425,21522.0,17.310122690600892,15676,False,False,False,True,False,False,True,False,False,False,169.24174929610592
10160,1142,74,37681.0,4.438996940220678,833915,False,True,False,False,False,False,False,True,False,False,251.48722583603123
10140,805,353,22378.0,22.751765850737748,919941,False,False,False,False,False,False,False,False,False,False,178.24080767151554
9816,977,86,51649.0,24.035388019065643,732162,True,False,False,False,False,False,False,False,True,False,312.9195913890291
9941,1854,468,40868.0,26.589681717542373,670199,False,True,False,False,False,False,False,False,True,False,284.381505686036
10071,331,496,29809.0,10.726658329053732,542694,False,False,False,False,True,False,False,False,False,True,207.22463642742545
9969,1662,234,54163.0,2.678704119034034,85947,False,True,False,False,False,False,False,False,True,False,339.88693408526944
10099,510,274,25972.0,2.779929979435922,647446,False,False,False,False,True,False,False,True,False,False,192.46089414188788
10139,1386,274,17763.0,10.828102895971863,318637,False,False,True,False,False,False,False,False,False,True,168.83409298761376
10018,1407,175,50762.0,27.44162976575206,507668,False,False,False,False,True,True,False,False,False,False,318.7097825566713
9946,1242,493,59139.0,25.61792288799161,204417,False,True,False,False,False,False,False,False,False,False,360.4589428621843
9990,1484,128,44210.0,22.16806509330187,580925,False,True,False,False,False,False,False,False,True,False,288.18973747209014
10062,360,366,44273.0,5.893841838905889,279019,False,False,True,False,False,False,True,False,False,False,273.6344824136002
10000,970,331,59144.0,26.366470637876738,54696,True,False,False,False,False,False,True,False,False,False,353.30481856040484
9965,1964,433,50301.0,7.22033856354332,487134,False,False,True,False,False,False,False,False,False,False,330.2694110577275
10056,1053,274,37543.0,17.429257506965005,278438,False,False,False,False,False,False,False,False,False,False,220.8739451591437
9800,365,250,47225.0,22.1939482304488,276092,False,False,True,False,False,True,False,False,False,False,284.27793196254805
9950,1933,301,21887.0,28.13684303380436,528429,False,False,False,False,True,False,False,False,False,True,193.42830448464315
10026,567,302,17521.0,12.784550733035047,805130,False,True,False,False,False,False,False,False,False,False,149.78123954438567
9855,1285,274,15365.0,22.48281874609785,377779,False,False,False,False,False,False,False,False,False,False,148.2113192293436
10010,1741,161,53004.0,29.892185709519143,185769,False,True,False,False,False,False,True,False,False,False,334.7388524373167
10080,1334,305,57310.0,4.040007692406637,733173,False,False,False,False,False,False,True,False,False,False,350.88100336731446
9887,1075,373,19526.0,4.816418588305455,729128,False,False,False,False,False,True,False,False,False,False,168.46136125816685
9962,251,288,40505.0,26.18956633367316,706627,False,True,False,False,False,False,False,False,False,True,252.1360282040164
9913,583,402,36888.0,25.71513363008749,939785,False,False,False,False,False,False,False,False,False,True,242.49099470656665
9962,540,50,37543.0,21.31257424440041,674108,False,False,False,False,False,False,False,True,False,False,171.4552641520015
9994,591,488,20394.0,4.55660302174894,202747,True,False,False,False,False,False,False,False,False,True,166.7701897075643
10001,1556,130,56037.0,13.63302650395906,482377,False,False,False,False,True,False,False,True,False,False,345.2797156056069
10085,896,363,37214.0,13.510883040254498,185086,False,False,False,False,False,True,False,False,False,False,249.6336423730029
10034,1558,353,42586.0,12.816046245861678,130128,False,True,False,False,False,True,False,False,False,False,285.8999587148154
9941,504,75,22021.0,18.13932228269967,259775,False,True,False,False,False,True,False,False,False,False,165.56878823043309
9981,889,134,16032.0,23.6870199850431,443101,False,False,False,True,False,False,False,False,False,False,145.1715719988754
9895,827,52,21709.0,27.45053658588085,249445,False,False,False,True,False,False,False,False,True,False,169.01445491623093
9995,1119,50,57284.0,24.243289766931976,112757,False,False,False,False,True,False,True,False,False,False,342.24107235747897
9983,1057,393,51605.0,20.18700041452241,36865,True,False,False,False,False,False,False,True,False,False,320.2324667581776
9889,612,351,15467.0,9.23736701498462,988374,False,False,False,False,True,True,False,False,False,False,140.99727200550274
9988,954,201,16236.0,29.64874210255491,707578,False,False,False,False,True,False,True,False,False,False,148.44236978434105
10061,727,274,39349.0,7.673720054996783,691421,False,False,True,False,False,False,False,False,False,False,253.3186534830468
10053,546,356,58759.0,8.253116061385212,486576,False,True,False,False,False,False,False,False,False,True,344.9083482168278
10150,426,163,54803.0,8.233853146645727,80707,False,True,False,False,False,False,False,True,False,False,321.3834500568334
9862,592,77,49123.0,25.54599853658648,335804,True,False,False,False,False,True,False,False,False,False,294.4777980517896
9935,1727,287,25462.0,29.357209530053595,895173,False,False,False,False,False,False,True,False,False,False,206.42563683978057
10076,509,157,31745.0,26.444813731450985,485395,False,True,False,False,False,False,False,False,True,False,213.61060984576235
10124,1678,270,57110.0,8.46391160403272,601610,False,False,False,True,False,False,True,False,False,False,355.4799768571912
10027,1682,110,36003.0,14.957650480332587,61807,False,True,False,False,False,False,False,True,False,False,252.78623990304624
10045,219,193,55174.0,8.548220851339943,438025,False,False,False,False,True,False,True,False,False,False,319.54385670232443
9946,1421,82,51136.0,17.259422663240365,569602,False,False,False,True,False,False,True,False,False,False,318.74086059110977
9983,1124,252,59885.0,16.36438755593653,858086,False,False,False,True,False,False,False,False,False,True,357.9983471620465
9859,1866,152,21088.0,20.346227988464385,246342,False,True,False,False,False,False,True,False,False,False,185.4749088284784
9843,1508,210,30271.0,19.3932055597498,942995,True,False,False,False,False,True,False,False,False,False,223.530414366425
10039,1369,341,36812.0,21.21558129119416,762337,False,False,True,False,False,False,False,False,True,False,255.2521213814512
10076,1201,167,42185.0,24.510808093532887,657895,False,False,False,True,False,False,False,False,False,False,274.898385812807
10011,799,184,46922.0,11.750991203300918,548216,False,False,False,True,False,False,False,False,False,True,290.27459833028075
9937,620,140,50452.0,28.457412896658045,513998,True,False,False,False,False,False,False,False,False,True,302.6970427080217
9756,1691,467,52572.0,4.932342788578371,116149,True,False,False,False,False,False,False,True,False,False,335.77699161252843
10003,234,474,53999.0,23.047476098022333,117887,False,False,False,True,False,False,True,False,False,False,318.8729475727851
9798,655,255,16639.0,10.92246047836019,145452,False,True,False,False,False,False,False,False,True,False,145.14002745000408
10042,539,193,18206.0,4.66516176748553,843628,False,False,True,False,False,False,False,False,False,False,150.738475111325
9826,1479,211,44242.0,2.174155576491555,387339,False,False,False,True,False,True,False,False,False,False,288.82625520735564
9890,820,76,21479.0,18.90525281709258,364762,False,False,True,False,False,True,False,False,False,False,168.1988661035497
9951,1415,241,32380.0,13.588352668525811,261878,True,False,False,False,False,False,True,False,False,False,232.9706192538024
9957,715,89,37543.0,25.70064993332633,771298,False,False,False,False,True,False,False,False,False,True,189.61146671425584
9991,1915,275,45614.0,5.279528190450663,710586,False,False,True,False,False,False,False,False,False,True,304.7493201335324
9982,425,104,24957.0,10.999140379834394,809926,False,False,False,False,True,False,True,False,False,False,178.76755867647296
9995,1178,389,27681.0,9.357897209852789,494372,False,False,False,False,False,False,False,False,False,True,209.51663659040736
9992,1259,404,21902.0,17.00060590264352,45818,False,False,False,False,True,False,True,False,False,False,183.9040854625213
10102,574,498,19705.0,18.136345346325843,20190,False,False,False,False,False,False,False,True,False,False,163.96127802310423
